0;1
2021-04-18 03:10:35+00:00;"@cbic_india @nsitharaman @Anurag_Office @Infosys_GSTN 

Extend all the due dates. You are one arrogant government. I wish BJP never gets back to power. People are anyway highly frustrated with the PM and Finance Minister"
2021-04-18 03:00:17+00:00;@Infosys_GSTN @cbic_india ARN is AA071120003179T
2021-04-18 02:51:57+00:00;It’s raining jobs! TCS, Infosys, Wipro, HCL Tech to hire 1 lakh freshers in 2021 https://t.co/wbpUrEUZYK
2021-04-18 02:51:10+00:00;@Infosys_GSTN @RamYada54091792 @cbic_india Its been more than two years we have been doing that and at last we had to tweet it because no one helped us out after spending hours and days at the respective office. Reality disappointed and shocked to see this behaviour. All we can say is to get our refund processed asap
2021-04-18 02:42:00+00:00;@Infosys_GSTN Hitler role is better than your GST Act,,, your shamed  for nation
2021-04-18 02:40:04+00:00;Getting chatbot fatigue? Then upgrade to digital associates... https://t.co/FZyHbfQ1BP @MelissaJaneOB @Accenture @IBM @Cognizant @TCS @Infosys @CSSCorp @hcltech @Genpact @Concentrix @exl
2021-04-18 02:38:57+00:00;It’s raining jobs! TCS, Infosys, Wipro, HCL Tech to hire 1 lakh freshers in 2021 | Companies News https://t.co/j0MWbJLTrk
2021-04-18 02:34:19+00:00;@Infosys_GSTN Do you have few humanity or not? Shame on you
2021-04-18 02:32:40+00:00;"@Infosys_GSTN Have u seen covid cases/lockdown in states yet?

The due date to file returns should be extended is highly required.

Don't wait for last moment for extension. Extend due dates now.
Shame on you, shame on you, shame on you, shame on you, shame on you,"
2021-04-18 01:58:42+00:00;"@AoA_mayfair @PrateetBaijal1 @manishsmooth @TPIndiaOfficial @Teleperformance @AxisBank @RakMakhija @LabourMinistry @santoshgangwar @jagograhakjago @PMOIndia @mygovindia @DhirendraGBN @aajtak @ZeeNews @indiatvnews @RbharatNews @RajatSharmaLive @ShormiWrites @anjanaomkashyap #CoronavirusIndia  #COVID19 
Shameful on part of @TPIndiaOfficial where all companies like @TCS @Infosys @IBM are encouraging work from home to save their employees from this deadly virus you are denying .authorities please take strict action @UPLABOURDEPT @LabourMinistry"
2021-04-18 01:54:57+00:00;"@narendramodi 2mrw my twt.. 2day my my house sale imp..keep ur begrs away. MONEY HAS NO EMOTIONS IN MY BUSINESS CULTURE! CASH N CARRY - SPOT SETTLMNT. DOUBT CINEMA BEGRS! @theresa_may UK HAS- INFOSYS &amp; HAIR CARE SPLIST (source of mess) Family- 2 repay my money!"
2021-04-18 01:50:09+00:00;"@walnut_Trader Bro your portfolio is risky.

Please use https://t.co/3vaw5ZR0yZ to compare low and high p/b and pe range.

Infosys is at some 8 times book .
Avoid IT and pharmaceuticals its time was over in last may itself."
2021-04-18 01:47:24+00:00;@ETMarkets Every analyst will be bullish on infosys now because of their buy back of shares which is going to reflect in earning per ratio. With good dividend share holder values increases.
2021-04-18 01:40:15+00:00;@ila_rani @Swamy39 @barandbench @NAVANGULTEJAS @MEAIndia @Venkaiyya @VPSecretariat @LokSabhaSectt @RSforDrkumar @rajyasabhatv @rsprasad @abhisar_sharma @Republic_Bharat @BabaRam11812297 @yogrishiramdev @Ek_KisaanBanker @RajyaSabha @MofaNepal @AmbassadorNepal @IfsAssociation Dr Swamy vice prime minister and next prime minister dr Kiran Bedi next president dr Sudha Murthy of Infosys and vice president Maneka Sanjay Gandhi
2021-04-18 01:35:04+00:00;It's raining jobs! TCS, Infosys, Wipro, HCL Tech to hire 1 lakh freshers in 2021 https://t.co/QlKdEnbY2t
2021-04-18 01:34:13+00:00;It's raining jobs! TCS, Infosys, Wipro, HCL Tech to hire 1 lakh freshers in 2021 - Zee News https://t.co/I34yERTBJY via @GoogleNews
2021-04-18 01:20:48+00:00;@Infosys_nmurthy sir I kindly request you to help the people OF KUSHALNAGR(KARNATAKA)every year people are affected by flood since last three years we have requested the government to help but they didn't help only they give assuranse at the then no response pls help us
2021-04-18 00:59:46+00:00;SM looter in ur country..I CANT CHASE STRNGRS- TELL THEM2 PAY MY MY MONEY N GET OUT OF MY LIFE! Madness4 these? @JoeBiden @theresa_may INFOSYS MUST PAY ME..wat else has UR fin min done like this? Grill them. PARENTNG they will know!
2021-04-18 00:45:48+00:00;@AnkurGo52842228 @askGST_GoI @nsitharamanoffc @Infosys_GSTN @cbic_india @PMOIndia Yes.. And the same govt. Also supporting because they are not giving any reaction on it.
2021-04-17 22:09:52+00:00;Trace Network Partners With Polygon And Infosys Consulting For Blockchain Revolution https://t.co/Pg03hh4y1O #cryptocurrency #Crypto
2021-04-17 21:25:54+00:00;@JulieLeyGibbs @IanMaher7 @BorisJohnson Rishi Sunak’s billionaire father in law owns India company giant Infosys
2021-04-17 20:49:03+00:00;"This Year, TCS, Infosys, Wipro, And HCL Tech Will Recruit Nearly 1 Lakh Freshers
https://t.co/MES0Jn95wq

Join #ecoin #earnbysharingnews
https://t.co/Nd8cgYAB0B"
2021-04-17 20:48:43+00:00;Infosys Off Campus Hiring 2021 | Information Security Engineer | B.E, https://t.co/5vWwuKAuoA, MCA | Apply Online https://t.co/n8UqViYQCF
2021-04-17 20:41:15+00:00;"This Year, TCS, Infosys, Wipro, And HCL Tech Will Recruit Nearly 1 Lakh Freshers
https://t.co/kbcpv5EN0b

Join #ecoin #earnbysharingnews
https://t.co/3UEjd41eth"
2021-04-17 20:12:13+00:00;We want to live our professional life with some relax not with tention kindly do gst proper and simple tax @nsitharamanoffc @GSTsite @Infosys_GSTN @Anurag_Office https://t.co/uMiZJRF3pi
2021-04-17 19:57:26+00:00;@Infosys Offer letter and joining process is very slow .I am submitted my documentation on 4 April and I am immediate joiner but. I have not getting any reply.
2021-04-17 19:37:18+00:00;"Gst portal has stopped working on 18th midnight
 @Infosys_GSTN @FinMinIndia"
2021-04-17 19:18:51+00:00;@sumitsaurabh @reliancegroup @AdaniOnline @MahindraRise @Wipro @TataCompanies @Infosys More power to all of them 🙏
2021-04-17 19:18:05+00:00;"Same error again after few days. 

Please extend GSTR-3B and others due date. 

@Infosys_GSTN @taxesindia @nsitharamanoffc @nsitharaman @GST_Council https://t.co/ij6I9RK45K"
2021-04-17 19:17:47+00:00;"If All the industrial groups  of India like @reliancegroup , @AdaniOnline , @MahindraRise , @Wipro , @TataCompanies , @Infosys  come forward and help in their own way ,

Like Reliance and Adani looks after production , Wipro and Infosys takes care of technology, Tata and Mahindra"
2021-04-17 19:15:47+00:00;"Hi @Infosys_GSTN @GST_Council 
I am not able to change Password. kindly look at it https://t.co/2f8fXvRk18"
2021-04-17 19:09:29+00:00;"#CBIC #GST @Infosys_GSTN @GST_Council 
I think GST portal automatically change login credentials of every taxpayer at mid-night.... https://t.co/sQgmzq8r8b"
2021-04-17 19:06:06+00:00;@Infosys_GSTN I am logging in using the correct credentials. Are there any changes to the login flow? I cannot reset the password as well now. Kindly check! https://t.co/DqY0up11Iu
2021-04-17 19:03:27+00:00;"This Year, TCS, Infosys, Wipro, And HCL Tech Will Recruit Nearly 1 Lakh Freshers
https://t.co/VNi8z8Clhl

Join #ecoin #earnbysharingnews
https://t.co/QEGXj0XEmW"
2021-04-17 19:03:12+00:00;"@Infosys_GSTN Why am I not able to login. 
This error message is coming for every taxpayer which says, "" Username and Password entered by you has been updated and old credentials are not valid anymore"" 

Such a troublesome experience. @PMOIndia will you do something? https://t.co/eElw6D7zQT"
2021-04-17 18:46:08+00:00;"NOT AGAIN ! A member of a #hacking forum has allegedly breached @dominos_india and got access to 13TB of internal files (from 2015-21), which he threatens to sell if a #ransom of 50 BTC is not paid 😨
#india #databreach #infosys #gdpr
#privacy
(1/5) https://t.co/wHOvQ0oMXA"
2021-04-17 18:44:12+00:00;"@DreamFliers @piyushchaudhry That's story all over the place. Nly few who kept Infosys, or Tesla, or Facebook, Or Amazon have made their destiny! ""Patience"", ""knowing what you do"" and ""managing the risks"" are always the key to go beyond that blah blah.

#I'm just preaching, I'm far away from away from bliss!"
2021-04-17 18:22:19+00:00;TCS, Infosys, Wipro, HCL Tech together will hire close to 1 lakh freshers this year https://t.co/ps5NpB6ib8
2021-04-17 18:21:29+00:00;@nikhil_surat @Infosys_GSTN @gsthelpline @gstindia @askGST_GoI @GSTN_IT @PMTLLP Thanks but now it is resolved
2021-04-17 18:11:33+00:00;"@Infosys_GSTN @GSTN_IT @GST_Council @gstindia @FinMinIndia @cbic_india @askGST_GoI @nsitharamanoffc The Resolution what is provided is not satisfactory as you have informed that Date has been over. However Error is still there on System. Main concern is Removal of Flows from the system otherwise people faces hardships only.
How can we say #simplified #GST"
2021-04-17 18:10:05+00:00;It’s raining jobs! TCS, Infosys, Wipro, HCL Tech to hire 1 lakh freshers in 2021 https://t.co/SD1m3CgL3W
2021-04-17 18:06:53+00:00;@Infosys_GSTN Not filed. Due to Lockdown
2021-04-17 18:03:14+00:00;TCS, Infosys, Wipro, HCL Tech together will hire close to 1 lakh freshers this year
2021-04-17 17:56:37+00:00;"Infosys has got hiring open for the job role of Information Security Engineer which is open to all Freshers and Graduates. Anyone with the following skills can openly apply for the job.

https://t.co/WdNNVLh2qq

#infosys #hiring #information #securityengineer #graduates  #fresher"
2021-04-17 17:50:01+00:00;@sidd1910 @cbic_india @PIB_India @FinMinIndia @nsitharamanoffc @PMOIndia @GST_Council @Infosys_GSTN @Anurag_Office Yes post this came here to twit
2021-04-17 17:49:19+00:00;"@NarayanSamantra @cbic_india @PIB_India @FinMinIndia @nsitharamanoffc @PMOIndia @GST_Council @Infosys_GSTN @Anurag_Office Thank you fir your suggestion already tried this but error was still there
This is mentioned on gst portal
Thanks"
2021-04-17 17:45:06+00:00;"@sumanthraman @PMOIndia @HMOIndia @MoHFW_INDIA @AmitShah @narendramodi @drharshvardhan @BJP4India @RSSorg @Kodungolan737 @logicalindianz @arvindgunasekar @geetv79 @kkhushal9 @rkmarar9 @ambkcsingh @priyankac19 @imKalaiVani @Tejasvi_Surya @BDUTT @OfficeofUT @AUThackeray @Dev_Fadnavis @Naveen_Odisha @amitmalviya @sambitswaraj @VanathiBJP @SRSekharBJP @khushsundar @rashtrapatibhvn @VPSecretariat @TVMohandasPai @kiranshaw @Infosys_nmurthy @krishnabgowda @kavita_krishnan @BarackObama @TrueHoop @AudreyTruschke @EmmanuelMacron @RahulGandhi @mkstalin @ysjagan @BSYBJP @ECISVEEP Feel, Now, Our Chief Justice of India, in Our Supreme Court of India, Mr.Bobode, Should B Held Responsible, for Indifference in Understanding the Constitution &amp; Delivering Justice!
@pbhushan1 @KapilSibal @dravirmani @DrAMSinghvi !
#KhumbMelaPandemic
#Bengal_Pandemic 
@MahuaMoitra"
2021-04-17 17:42:36+00:00;"Infosys Recruitment Drive 2021Public address loudspeaker Public address loudspeaker

Company : Infosys

Position : Information Security Engineer

Degree : Bachelor of Engineering

Experience : 0 years

https://t.co/rcel7so4QJ

#job #jobs #jobalert  #jobseekers #jobseeker #Covid https://t.co/dIMCEI4lIT"
2021-04-17 17:42:19+00:00;"This Year, TCS, Infosys, Wipro, And HCL Tech Will Recruit Nearly 1 Lakh Freshers
https://t.co/pY3cupihKD

Join #ecoin #earnbysharingnews
https://t.co/SmglrHKt7m
#tech 
#Infosys #Wipro"
2021-04-17 17:32:13+00:00;@Infosys_GSTN @askGST_GoI Yes it is resolved.
2021-04-17 17:29:24+00:00;"https://t.co/NmJmMwr2QF
Infosys - BuyBack, Price Reaction &amp; Future Trend
#infosys #mandarjamsandekar #precisiontechnicals #viewonmarket #swingtrading #banknifty #askmandar #NIFTY"
2021-04-17 17:28:24+00:00;"@SandeepKrJainTS @AnilSinghvi_   
Sir I've 
Hal - 100 @ 965
Infosys-100 @ 1249
Dhanuka agrotec- 98 @ 736
Technocraft- 189 @  390
Caplipoint- 98 @ 460
Mphasis-42 @ 1735
TCS - 30 @ 3295

Is it worth holding all or any of these or you would recommend to drop?"
2021-04-17 17:15:29+00:00;"@AvinashGoraksha good night Sir 
you keep a good hold in  company and tell the right news, which is a matter of interest and interest of the investor, and we are sure now with him.Whenever you tell the right news
Some people dropped Infosys due to their rhetoric at  right time. https://t.co/br5fQrl97g"
2021-04-17 17:00:29+00:00;@dmuthuk Sir your vision on Infosys , plz
2021-04-17 16:47:45+00:00;@Infosys_GSTN @cbic_india I have visited multiple times and raised request but Officer not responding.. Please help
2021-04-17 16:42:11+00:00;"@cbic_india @Infosys_GSTN @GST_Council @nsitharaman @PMOIndia @ianuragthakur 
Why sending show cause notices during this pandemic period, when whole state is under lockdown ?? Kindly stop harassing taxpayers. 
@AdvocateBLJain @rannjeeets @casansaar @abhishekrajaram @NeeleshTax"
2021-04-17 16:41:36+00:00;TCS, Infosys, Wipro, HCL Tech together will hire close to 1 lakh freshers this year @moneycontrolcom https://t.co/5QctJpPmoO
2021-04-17 16:13:35+00:00;TCS, Infosys, Wipro, HCL Tech together will hire close to 1 lakh freshers this year https://t.co/sx4pzVrdsq happy ti hear that someone is hiring. Goodnews. Youth ask for jobs  and find the source of income. Dont go for talks.
2021-04-17 16:08:08+00:00;Expect digital transformation cycle to continue over the next 2 years: Infosys’ Salil Parekh - CNBCTV18 #DigitalTransformation  CC:@MarcGuberti https://t.co/zcfMflSmJq
2021-04-17 16:01:48+00:00;@Mitesh_Engr Sir What's your view on Infosys please share when you get time thanks...
2021-04-17 15:56:34+00:00;@Infosys_GSTN in gstr1 few bills of earlier months were filed which could not be filed in the earlier months. But in gstr3b same figure got autopopulated and by mistake gstr3b got filed. How to rectify the
2021-04-17 15:40:10+00:00;"@Infosys_GSTN @cbic_india @PMOIndia @nsitharaman Does it take More than 60 days.
Who is that lethargic Jurisdiction Officer?"
2021-04-17 15:35:49+00:00;"Please #extend all #IncomeTax #Tds and #Gst #Returns Till 31July21.
@nsitharaman @nsitharamanoffc @FinMinIndia @narendramodi @PMOIndia @GST_Council @Infosys_GSTN @ianuragthakur @SushilModi @cbic_india @incometax_mpcg
 #lockdown #lockdownindia #IndiaFightCorona #CoronavirusIndia"
2021-04-17 15:27:28+00:00;What to do in this error... Downloaded Latest version of GSTSigner also..Not able to File GSTR3B ..Resolve issue ASAP.@Infosys_GSTN @taxguru_in @cbic_india @CAclubindia https://t.co/nMIhjuFvd8
2021-04-17 15:26:09+00:00;"Rolls Royce is getting scalped. 

Work going to India.

The company in India is called Infosys.

Infosys is owned by Narayana Murphy.

Narayana Murphy is Rishi Sunak's billionaire father in law

The Tories make the Sopranos look like good samaritans."
2021-04-17 15:19:58+00:00;@Infosys_GSTN @nsitharaman @FinMinIndia @dineshwadera @PMOIndia @narendramodi @GST_Council @vvipin78 Without issuing any notice on mail and even without visiting premises, officer suspend the same by giving reason that non existent at the given address. https://t.co/TGXHBPmubo
2021-04-17 15:12:44+00:00;"Who had seen our view on #Infosys  in advance ?! It happened .
 Our next view will be on #hdfcbank  . We are confident to replay the same success . Waiting for Monday .
.
.
#Nifty #banknifty 
#USDINR https://t.co/58Wk9PDXbv"
2021-04-17 15:10:15+00:00;@Mitesh_Engr Boss what about Infosys any views ?
2021-04-17 15:05:48+00:00;"What is the latest buzz in One of the biggest IT Giants of our country - Infosys?
Lets know about it in this Video.

Link
https://t.co/iVy2VlzGHo

#knackbackers #stockmarket #finance #news #infosys #infosysbuyback2021 #buyback #buyback2021 #sharemarketindia #stockmarketinvesting"
2021-04-17 15:03:34+00:00;"Infosys Launches Blockchain Framework for Financial Services
https://t.co/1jfVVlD3Ka"
2021-04-17 14:53:07+00:00;"Dear @Infosys_GSTN facing problem with emsigner from 12th April,2021. Even after trying different browser and different computer the problem not solved. This problem is facing not only by me but my colleague facing too.
Kindly let us know the solution as #gstr3b due date coming. https://t.co/M2QvN5f4dh"
2021-04-17 14:30:56+00:00;@SrinivasDHFM16 @ItsMahicasm1 Try tcs Infosys
2021-04-17 14:26:34+00:00;@Infosys_GSTN Not finding any column to fill the details of sales made by a restaurant through e commerce operator Zomato. Please inform where to fill the same in GSTR 1
2021-04-17 14:18:49+00:00;@cbic_india @Infosys_GSTN @nsitharamanoffc difference between GSTR-9 table 6A and  sum of total table 4a fromGSTR-3B https://t.co/dHnohDqHT3
2021-04-17 14:04:06+00:00;"Indian IT firms @Infosys Ltd. and Tata Consultancy Services Ltd. (@TCS) have joined @Google, @Microsoft &amp; @BankofAmerica, among others, in World Economic Forum's (@wef) international coalition aimed at tackling #racism in #workplace.

#climatejustice https://t.co/bgUaqBS1dS"
2021-04-17 14:01:21+00:00;"Dear Sir/Maam,
I was raise a Issue on Grievance portal vide Ticket No G-202104154623668
Which is showing that Ticket Issue is Resolved.

But still facing problem while raising Revocation Application.
Supporting pics attached.
Plz resolve this Hurdle
@Infosys_GSTN @nsitharaman https://t.co/jTFkAc3f5V"
2021-04-17 13:59:48+00:00;"@narendramodi Fake tears on celebrity deaths 200 PMC BANK families bereaved 0word insane goi 
@RNTata2000 @anandmahindra @sanjivrbajaj @MukeshAmbanima @gautam_adani @AdityaBirlaGrp @Infosys @kiranshaw @AnilAgarwal_Ved @prashantruia @hvgoenka @SinghaniaGautam @LibertyHouseGrp @CentrumIndia"
2021-04-17 13:59:15+00:00;@ETNOWlive @NandanNilekani @Infosys @amazonIN But no support from #Govt @minmsme only Ambani and Adnani are favourites of PM @narendramodi
2021-04-17 13:59:01+00:00;"Bumper Job Openings! #Infosys, #HCLTech, #TCS, #Wipro to recruit over 1 lakh freshers

#job #Vacancy #Recruitment 

https://t.co/AEf8zDo2uS"
2021-04-17 13:55:11+00:00;"@Infosys_GSTN Login I’d password and code entered correctly. Login done but after clicking any of the link on the portal, getting message of access denied. Happened multiple time whole day. 

Please look into the matter"
2021-04-17 13:48:38+00:00;@Infosys_GSTN @RamYada54091792 @cbic_india LOL. When the quieriest complaining that Officer is not helpful, you are advising him to contact the Officer for help. Excellent solution.
2021-04-17 13:47:07+00:00;Yes, indeed. Fuck you Infosys. https://t.co/KxWyf4AAXu
2021-04-17 13:44:49+00:00;"Who are you supporting today?

Follow @StockInvesta
 
#MIvsSRH #SRH #SRHvsMI #MumbaiIndians #SunRisersHyderabad #Lockdown #Zerodha #Upstox #DisneyPlus #IPL2021 #BCCI #GrowthHacking #StockMarket #VIVOIPL #Sensex #Nifty #Motivation #Infosys #RashidKhan #Wipro #TwitterDown #Dhruv"
2021-04-17 13:44:20+00:00;"Who will win today?

#MIvsSRH #SRH #SRHvsMI #MumbaiIndians #SunRisersHyderabad #Lockdown #Zerodha #Upstox  #IPL #IPL2021 #BCCI #GrowthHacking #VIVOIPL #Sensex #Motivation #Infosys #TCS #Wipro #India #RohitSharma #DavidWarner #Newwhu #Twitterdown #IPLwinbonus #Actorvivek #ImolaGP"
2021-04-17 13:41:04+00:00;"200k+ CASES !!! | Market Mein Confusion !!! | LIVE Query Session https://t.co/uz9pVER9ZY 

#hdfcbank #nifty #banknifty #infosys #TCS #adani #adaniports #atgl #StocksToWatch #trading #intradaytrading #doge #dogecoin https://t.co/D8xMUFmkGo"
2021-04-17 13:37:13+00:00;"Who will win today?

Follow @StockInvesta
 
#MIvsSRH #SRH #SRHvsMI #MumbaiIndians #SunRisersHyderabad #Lockdown #Zerodha #Upstox #DisneyPlus #IPL #IPL2021 #BCCI #GrowthHacking #StockMarket #VIVOIPL #Sensex #Nifty #Motivation #Infosys #TCS #Wipro #India #RohitSharma #DavidWarner"
2021-04-17 13:31:41+00:00;@cbic_india @FinMinIndia @GST_Council @nsitharaman @Infosys_GSTN @Commercial_Tax No reason given for Rejection of application for Registration .ARN - AA1003210425621.Application filed on 26/03/2021, after 9 days clarification demanded and then application rejected without reason. https://t.co/n51MpU3Fhi
2021-04-17 13:31:36+00:00;@ETNOWlive @NandanNilekani @Infosys @amazonIN Lockdowns are systematically killing them to the advantage of the big corporations
2021-04-17 13:29:54+00:00;Participating in #HackWithInfy, India, gives you an entry point to building a career with the best. Watch two Specialist Programmers from Infosys share tips for the participants of the 2021 edition. Register now at https://t.co/k3t7sivUHp #ForwardwithInfy https://t.co/hKRrsEVJpq
2021-04-17 13:27:17+00:00;@Infosys_GSTN @cbic_india Dear sir almost 15 days over for application still not geting any response please help
2021-04-17 13:25:27+00:00;"Small businesses are the future of #India. I strongly believe that they are the engines of #economic growth and #job creation. And I believe that they have a very good future, says @NandanNilekani, @Infosys 

#Amazon @amazonIN #AmazonSmbhav #JeffBezos https://t.co/ObzlCarheE"
2021-04-17 13:23:09+00:00;"@Infosys_GSTN emsigner is not working showing failed to establish connection, cannot raise complaint as it says temporarily unavailable.

Please look into it https://t.co/LxPpLUO7gt"
2021-04-17 13:01:44+00:00;"@rannjeeets @SACHINJ59742148 @Infosys_GSTN @gsthelpline GST registration has become a strong competitor to “Shadi ka Laddu”
The one who is unregistered thinks that bisiness will rise after GST registration and who already have that are thinking how to manage GST with business activities😂😂"
2021-04-17 12:40:11+00:00;We will be talking about infosys and TCS tomorrow Sunday 2 pm on youtube. Please post your questions below. https://t.co/XBqRja1ZzO
2021-04-17 12:36:49+00:00;@CAclubindia @gstindia @Infosys_GSTN @nsitharamanoffc @nsitharaman @PMOIndia @FinMinIndia @theicai @cbic_india Covid cases are more than ever in India and we are receiving messages for filing of gst returns, should we save our lives or file return??
2021-04-17 12:27:31+00:00;"Dr Reddy 5100 CE already hit 300+.

Infosys &amp; Jubilant also gave multi fold return.

UPL &amp; Titan didn’t work. 

More than half series is over &amp; max script already performed. 

It’s always better to take medicine as &amp; when prescribed, not after watching other benefiting from it. https://t.co/9T8YSYXDS8"
2021-04-17 12:14:30+00:00;"@SACHINJ59742148 @cavishalkhade @Infosys_GSTN @gsthelpline Once you get clarification on gst application,
It becomes a headache."
2021-04-17 12:13:35+00:00;@Infosys @InfosysCareers Please conduct some test or any other program for placement of CS/IT graduates of 2021 like InfyTQ or HackWithInfy. All 2021 graduates also want to be a part of Infosys.
2021-04-17 12:10:32+00:00;@Infosys_GSTN @gsthelpline How much time required for LLP GST registration process? I had applied twice for GST registration. At first time even though I submit clarifications application rejected. And another application made on 31/03/2021. For those also raised clarification. https://t.co/NopwJQS0kH
2021-04-17 12:08:48+00:00;@Infosys_GSTN @askGST_GoI @cbic_india 'Application for filing clarification' has been filed vide ARN AA030321017840X for revocation. Kindly try to approve the same as the delay is causing more late fees per day.
2021-04-17 12:04:14+00:00;"@Infosys_GSTN @cbic_india @FinMinIndia @GST_Council @askGST_GoI 

Dear all concern,kindly remove the technical issues at GST portal,it's feel like mental torture with professionals,

It's extreme slow,multiple error,wrong auto populated data,programming errors,DSC bugs.

#GSTN 👎"
2021-04-17 12:01:33+00:00;"@cbic_india @Infosys_GSTN @nsitharaman @PMOIndia
Ticket No G-202104154617124 is still unresolved and GST is still cancelled. 
How you have closed the ticket????
Moreover No Email received from your end.
Why You people are harassing the Taxpayers.?? https://t.co/sgKyCZK1F1"
2021-04-17 11:58:21+00:00;Check out this job from Infosys https://t.co/wmihMRHfGo
2021-04-17 11:50:35+00:00;@MissDelhiCA @Infosys_GSTN Sai hey
2021-04-17 11:49:34+00:00;"@sandyboy1112 @RajeevJuneja123 2-3 days before Infosys results, I took below ratio spread trade and still holding
Buy 1600 CE and Sell 1700 CE in ratio 1:4
My breakeven is - 1735
My thought: You should not put all money in very risky trades. I know some may even call this a very risky trade."
2021-04-17 11:42:53+00:00;"Refund application filed on 20-03-2019 of Rs. 38,700 but till date refund not issued. ARN. AA070319029401G. RFD-05 already issued on 04-01-2020. Please help. officer not helping. I visited many time in GST Office.
GSTN. 07BDTPP8146D2Z2 @Infosys_GSTN https://t.co/tJYzQ43MAQ"
2021-04-17 11:38:21+00:00;"@myfinology Infosys
TCS
Affle India
Pidilite industries
Happiest Minds 
Dr reddy lab
Tyrocare"
2021-04-17 11:30:12+00:00;@poojaurfpoo @Infosys_GSTN @cbic_india View ITC and tax liability comparison statement under Return menu.
2021-04-17 11:25:47+00:00;"Dear sir/madam,
We are applied for new GST registrations dated 6th March,2021 vide ARN :AA270421025041Zbut still shows ""pending for processing"",  due to this we are unable to start our business this is ease of doing Business?  Plz help!! @Infosys_GSTN @nsitharamanoffc @cbic_india https://t.co/vX2vo4E15c"
2021-04-17 11:18:53+00:00;@Infosys_GSTN Kindly resolve it. https://t.co/4fN6a4v8n3
2021-04-17 11:18:05+00:00;"#hdfcbank Q4 '21 results... 
Did it live upto the expectations ? 
What do u think ?

#nifty #banknifty #infosys #TCS #adani #adaniports #atgl #StocksToWatch #trading #intradaytrading #doge #dogecoin https://t.co/Y8GlhYkX61"
2021-04-17 11:16:35+00:00;@Infosys_GSTN @gstindia @nsitharamanoffc I have provided details more than 10 times... But they sent same email for three times and closed the ticket. This response is not acceptable.
2021-04-17 11:11:21+00:00;TIL that there's an aggregation of IT companies called WITCH (Wipro, Infosys, TCS, Cognizant and HCL) covering popular recruiters from engineering colleges in India!
2021-04-17 11:03:49+00:00;@cbic_india @Infosys_GSTN what's this how to file !! https://t.co/bK8xPNtRij
2021-04-17 11:00:42+00:00;@Mayank_Gala @Infosys_GSTN @askGST_GoI @Infosys @FinMinIndia @cbic_india Ok thanks a lot sir for giving your time.
2021-04-17 10:59:44+00:00;@bsksrivastava PE ratio can not be comapred for two companies between different sectors. To make sense you should compare it between TCS and Infosys and not between TCS and HDFC Bank for example.
2021-04-17 10:59:00+00:00;@smg3I3 @CholeBhature125 @AbbakkaHypatia And this continued for thousands of the years. And still going in some or the other forms. And not only stopped here in this land. Caste system travelled with UC Brahmins to foreign lands as well. Read about the Infosys company in California.
2021-04-17 10:47:40+00:00;"Dear @Infosys_GSTN, @cbic_india 

GSTR-4 for FY 20-21 is still NOT available on GST Portal

We receive msg of filing forms early to avoid “last minute rush”. What about you?

Firstly, you provide the form late and then create pressure through twitter on daily basis

Look into it."
2021-04-17 10:46:49+00:00;@Infosys_GSTN @cbic_india @PMOIndia @nsitharaman I have not received any email. kindly look into this matter. Deep regards
2021-04-17 10:45:52+00:00;"#Infosys Institutes New Committee of the Board Focused on #ESG:
@InfosysBPM
@InfosysAusNZ
@Infosys
@InfosysPS
 https://t.co/MjO7zFcOcM"
2021-04-17 10:45:13+00:00;@cbic_india @Infosys_GSTN @FinMinIndia @nsitharaman @nsitharamanoffc after fulfillment of compliance EFC LIMITED, HYEDERABAD GST NUMBER Revocation. 36AADCE6220C1Z6 it has not happened since 3 months mail sent by Inspector Ramgopalpet -1 Range Hyderabad matter most urgent
2021-04-17 10:44:28+00:00;"@ramanjokhakar @YourStoryCo @amazonIN @NandanNilekani @Infosys Agree Sir. 
Issue is breach of trust which we embedded in @Infosys_GSTN &amp; @NandanNilekani ji. At every level, there is discomfort GSTn. No proper support services. Had it been some private portal, it would have failed miserably. Bcoz it's govt system, we have to live with it."
2021-04-17 10:42:42+00:00;@hacksoflifeblog @Infosys_GSTN @askGST_GoI @Infosys @FinMinIndia @cbic_india This are legitimate claims of ITC. And just because of their technical fault if you can't claim it is not our mistake. We followed the process of raising complaints and approaching help desk but no solution yet. I asked Dy Commissioner he said claim it as it is not our fault.
2021-04-17 10:38:03+00:00;"@Infosys_GSTN @gstindia @cbic_india @nsitharaman 
Sir / Madam 
I have applied for new GST registration but still not approved/reject. 
Please approve my new GST registration application I have to start my business. https://t.co/LHoSHTt9Ij"
2021-04-17 10:37:30+00:00;GST portal now working on new language. Enjoy this. INFOSYS. thanks your software.Great contribution to country. https://t.co/QUkuD3qQKG
2021-04-17 10:36:55+00:00;@hacksoflifeblog @Infosys_GSTN @askGST_GoI @Infosys @FinMinIndia @cbic_india Yes claim it manually. Keep proof of complaints made at the help desk as support when they issue notice. I am claiming it manually in march month return. Already waiting from 2months. Can't wait more.
